cnd,test_eye,transient_counts,cdt,mdt,dtstd,key_press_list,tc_l,cdt_l,mdt_l,dtstd_l,key_press_list_l
3,-1,6,2.5369982719421387,0.8456660906473795,0.19078926049827594,"[0.8138077259063721, 1.0936288833618164, 0.6295616626739502]",10,9.397786378860474,1.1747232973575592,0.7094612424295381,"[0.5976419448852539, 0.25367093086242676, 0.6613330841064453, 0.9658710956573486, 2.0052030086517334, 1.214712142944336, 2.533677101135254, 1.1656770706176758]"
0,-1,8,2.639021635055542,0.6597554087638855,0.473717826574512,"[0.29362988471984863, 0.589555025100708, 0.3019547462463379, 1.4538819789886475]",10,11.890711307525635,1.321190145280626,0.6808016271228333,"[1.6697168350219727, 0.37366819381713867, 0.8217999935150146, 1.5496141910552979, 1.6776959896087646, 0.8857851028442383, 2.7491140365600586, 1.5176570415496826, 0.6456599235534668]"
6,-1,10,4.020669937133789,0.8041339874267578,0.3972174124824827,"[1.0776848793029785, 0.46961402893066406, 0.6537330150604248, 1.4376521110534668, 0.3819859027862549]",10,12.25400447845459,1.5317505598068237,0.6892814024980878,"[1.2695379257202148, 1.4226598739624023, 3.2457430362701416, 0.9415311813354492, 1.229727029800415, 1.1175589561462402, 1.805732250213623, 1.2215142250061035]"
12,-1,8,3.758807420730591,0.9397018551826477,0.7402774766396916,"[1.309682846069336, 0.2538301944732666, 1.9736733436584473, 0.22162103652954102]",10,12.751754999160767,1.8216792855943953,1.3235315522942148,"[1.4213271141052246, 4.605604887008667, 1.061737060546875, 0.1099090576171875, 1.589839220046997, 1.37379789352417, 2.5895397663116455]"
12,-1,6,2.7767882347106934,0.9255960782368978,0.33768960319427477,"[0.557793140411377, 0.8456943035125732, 1.3733007907867432]",10,11.627906799316406,1.9379844665527344,1.2356642384315941,"[3.8134231567382812, 0.213911771774292, 2.7420568466186523, 1.3990628719329834, 2.6374120712280273, 0.8220400810241699]"
9,-1,8,6.534478425979614,1.6336196064949036,0.5753421634926036,"[1.3976802825927734, 0.8696210384368896, 2.437541961669922, 1.8296351432800293]",10,11.287950038909912,1.6125642912728446,0.9810060133128559,"[0.7735629081726074, 2.5255801677703857, 1.373095989227295, 2.453662872314453, 1.1428000926971436, 0.06179380416870117, 2.957454204559326]"
0,-1,8,4.134859800338745,1.0337149500846863,0.342305631570554,"[1.5337457656860352, 0.6377520561218262, 1.1496989727020264, 0.8136630058288574]",10,9.453372478485107,1.1816715598106384,0.6681677179716734,"[0.33362579345703125, 0.861687183380127, 0.8218810558319092, 1.157660722732544, 1.8777427673339844, 1.2374579906463623, 2.5335988998413086, 0.6297180652618408]"
6,-1,4,2.227522850036621,1.1137614250183105,0.8119716644287109,"[1.9257330894470215, 0.3017897605895996]",10,8.052973985671997,1.0066217482089996,0.8783751815483235,"[0.33365607261657715, 1.1097569465637207, 1.4214699268341064, 2.46130108833313, 2.1656439304351807, 0.06956887245178223, 0.10174298286437988, 0.3898341655731201]"
3,-1,10,3.1484014987945557,0.6296802997589112,0.36630915390764307,"[0.82955002784729, 1.1496219635009766, 0.18181729316711426, 0.24564814567565918, 0.7417640686035156]",10,7.811699151992798,1.5623398303985596,1.0652687900597102,"[1.2933282852172852, 3.637263774871826, 0.7817511558532715, 1.333709955215454, 0.7656459808349609]"
3,-1,6,3.217144727706909,1.072381575902303,1.0533759659249036,"[0.4296607971191406, 0.22987604141235352, 2.557607889175415]",10,7.59171724319458,1.084531034742083,0.6880126776394052,"[0.3094520568847656, 1.0782108306884766, 0.8535711765289307, 0.5499601364135742, 2.6214020252227783, 1.0133659839630127, 1.165755033493042]"
12,-1,6,3.249561071395874,1.0831870237986247,0.7903269501751904,"[2.173743963241577, 0.7498972415924072, 0.32591986656188965]",10,10.765866756439209,1.3457333445549011,0.5933192262126081,"[2.573381185531616, 1.5748317241668701, 0.7737388610839844, 0.9573440551757812, 0.8457119464874268, 1.2297608852386475, 0.9015820026397705, 1.9095160961151123]"
3,-1,6,1.2095816135406494,0.4031938711802165,0.1320493117242152,"[0.22978472709655762, 0.5499191284179688, 0.42987775802612305]",10,5.07567286491394,1.015134572982788,0.8370969621069962,"[0.49358391761779785, 1.2855958938598633, 2.533215284347534, 0.5417788028717041, 0.22149896621704102]"
