cnd,test_eye,transient_counts,cdt,mdt,dtstd,key_press_list,tc_l,cdt_l,mdt_l,dtstd_l,key_press_list_l
3,-1,8,2.495028018951416,0.623757004737854,0.3268119456826243,"[0.29387593269348145, 0.48557519912719727, 1.1658201217651367, 0.5497567653656006]",14,7.023331165313721,1.0033330236162459,0.7129855765792509,"[1.0532312393188477, 0.5976481437683105, 0.3896489143371582, 0.5497689247131348, 0.8457059860229492, 0.9176080226898193, 2.669719934463501]"
12,-1,4,1.5397372245788574,0.7698686122894287,0.2359635829925537,"[0.533905029296875, 1.0058321952819824]",14,6.577794075012207,1.0962990125020344,0.36218816760770206,"[1.0378000736236572, 1.4212820529937744, 0.5336909294128418, 1.285747766494751, 1.5495972633361816, 0.749675989151001]"
6,-1,0,0.0,0.0,0.0,[],14,9.48726224899292,1.35532317842756,1.0293743884498723,"[0.41367578506469727, 0.3896927833557129, 2.9577388763427734, 0.2618088722229004, 2.6371381282806396, 1.717566967010498, 1.1096408367156982]"
9,-1,8,1.5110349655151367,0.3777587413787842,0.19970936645049597,"[0.421644926071167, 0.6459028720855713, 0.08568000793457031, 0.3578071594238281]",14,11.693138599395752,2.3386277198791503,0.6490943170793484,"[1.247314214706421, 2.3735949993133545, 3.2857086658477783, 2.3174397945404053, 2.469080924987793]"
3,-1,0,0.0,0.0,0.0,[],14,12.79224419593811,1.8274634565625871,1.2270289539843533,"[1.4932491779327393, 1.4452509880065918, 2.903139114379883, 1.0058889389038086, 4.3335959911346436, 0.6054620742797852, 1.0056579113006592]"
3,-1,6,1.5290300846099854,0.5096766948699951,0.08566815368712237,"[0.621649980545044, 0.49375295639038086, 0.41362714767456055]",14,8.175346851348877,1.1679066930498396,0.7453187741717204,"[0.4935638904571533, 1.0294671058654785, 0.9335720539093018, 2.9017207622528076, 1.0056190490722656, 1.2137060165405273, 0.5976979732513428]"
6,-1,4,2.2911319732666016,1.1455659866333008,0.4519071578979492,"[1.59747314453125, 0.6936588287353516]",14,8.941510915756226,1.1176888644695282,0.42376170956398496,"[1.7255709171295166, 0.9815433025360107, 1.8136928081512451, 0.7975649833679199, 1.1978240013122559, 0.6697688102722168, 1.1418390274047852, 0.6137070655822754]"
6,-1,14,7.248379707336426,1.0354828153337752,0.546421090838365,"[0.41347718238830566, 0.3097238540649414, 0.7577357292175293, 1.7657639980316162, 0.925713062286377, 1.6943459510803223, 1.381619930267334]",14,7.258236885070801,1.2097061475118,0.7088079103439529,"[0.8299891948699951, 1.5497541427612305, 1.485746145248413, 2.4615581035614014, 0.42144107818603516, 0.5097482204437256]"
0,-1,4,2.634866714477539,1.3174333572387695,0.5440526008605957,"[1.8614859580993652, 0.7733807563781738]",14,5.6173317432403564,0.9362219572067261,0.32496475837427863,"[0.39726996421813965, 1.2454957962036133, 1.2695307731628418, 0.9338650703430176, 0.6293971538543701, 1.141772985458374]"
6,-1,6,1.4575798511505127,0.4858599503835042,0.14151357204019138,"[0.3258090019226074, 0.46183300018310547, 0.6699378490447998]",14,8.556238651275635,0.9506931834750705,0.6277936737045581,"[0.38167405128479004, 0.7737679481506348, 1.685621976852417, 0.4856879711151123, 1.8304798603057861, 0.6775259971618652, 1.9257359504699707, 0.2858150005340576, 0.509929895401001]"
3,-1,10,3.3723909854888916,0.6744781970977783,0.2767344516023663,"[0.4618513584136963, 0.5894720554351807, 1.1656289100646973, 0.765495777130127, 0.38994288444519043]",14,4.614595174789429,1.1536487936973572,0.3120723335141595,"[1.6215102672576904, 0.9256470203399658, 1.24574613571167, 0.8216917514801025]"
0,-1,8,2.5902304649353027,0.6475576162338257,0.3566337146739622,"[0.3096199035644531, 0.7092607021331787, 1.2055490016937256, 0.3658008575439453]",14,6.130921840667725,1.021820306777954,0.49749651364394404,"[0.6224110126495361, 1.549574851989746, 1.8298380374908447, 0.6777489185333252, 0.9495959281921387, 0.5017530918121338]"
9,-1,0,0.0,0.0,0.0,[],14,8.666220426559448,1.2380314895084925,0.552407983220449,"[1.7115910053253174, 1.2058830261230469, 0.6377840042114258, 0.469555139541626, 2.045581102371216, 1.685617208480835, 0.9102089405059814]"
12,-1,6,0.9126927852630615,0.3042309284210205,0.032259350641948834,"[0.28527092933654785, 0.2777750492095947, 0.34964680671691895]",14,9.080528020858765,1.5134213368097942,0.6339735485810607,"[0.4692249298095703, 2.533596992492676, 1.33353590965271, 1.1895511150360107, 1.733119010925293, 1.8215000629425049]"
6,-1,4,2.2989518642425537,1.1494759321212769,0.2482219934463501,"[0.9012539386749268, 1.397697925567627]",14,4.707776069641113,0.9415552139282226,0.4926415711380021,"[0.6136748790740967, 0.34163713455200195, 0.7097630500793457, 1.6213970184326172, 1.4213039875030518]"
12,-1,6,1.8326213359832764,0.6108737786610922,0.42995624812166805,"[0.3816101551055908, 0.23778414726257324, 1.2132270336151123]",14,8.82203459739685,1.7644069194793701,0.6644230934942894,"[1.501356840133667, 1.7095630168914795, 0.9658370018005371, 1.6615309715270996, 2.9837467670440674]"
12,-1,6,0.9694514274597168,0.3231504758199056,0.08153203651582538,"[0.27802610397338867, 0.25382113456726074, 0.4376041889190674]",14,6.208136081695557,0.8868765830993652,0.6602736400801874,"[0.32543301582336426, 0.8297128677368164, 2.3019890785217285, 1.3337318897247314, 0.4618191719055176, 0.3895900249481201, 0.5658600330352783]"
12,-1,4,2.1395349502563477,1.0697674751281738,0.48812031745910645,"[0.5816471576690674, 1.5578877925872803]",14,8.532676696777344,1.066584587097168,1.1186834964767547,"[0.3977179527282715, 0.285614013671875, 3.901637077331543, 0.9736778736114502, 0.38117003440856934, 0.405681848526001, 1.1015331745147705, 1.0856447219848633]"
0,-1,4,0.650968074798584,0.325484037399292,0.0483090877532959,"[0.3737931251525879, 0.2771749496459961]",14,5.145665645599365,0.8576109409332275,0.5004512097829352,"[1.8452441692352295, 1.0696990489959717, 0.4934558868408203, 0.37377500534057617, 0.5178182125091553, 0.8456733226776123]"
6,-1,4,0.7075622081756592,0.3537811040878296,0.003975033760070801,"[0.3577561378479004, 0.3498060703277588]",14,7.971892595291138,0.8857658439212375,0.35861650006325935,"[0.3656458854675293, 0.5098950862884521, 1.061706304550171, 1.046828031539917, 1.0216560363769531, 1.485666036605835, 0.7014570236206055, 0.5177609920501709, 1.261277198791504]"
9,-1,2,0.5839941501617432,0.5839941501617432,0.0,[0.5839941501617432],14,10.931251525878906,1.0931251525878907,0.5658581973651458,"[0.7417929172515869, 0.3337860107421875, 1.1895222663879395, 0.765528678894043, 0.7738938331604004, 2.133802890777588, 1.9276869297027588, 1.5416021347045898, 0.5578079223632812, 0.9658279418945312]"
9,-1,6,1.7612941265106201,0.5870980421702067,0.26872399518039997,"[0.22974395751953125, 0.8777680397033691, 0.6537821292877197]",14,7.3254334926605225,0.9156791865825653,0.6467401224727497,"[1.0214929580688477, 0.3174269199371338, 1.3337419033050537, 0.421738862991333, 1.093736171722412, 0.501781702041626, 0.30979490280151367, 2.3257200717926025]"
0,-1,10,3.899390459060669,0.7798780918121337,0.2925117099720178,"[0.29364514350891113, 0.6929352283477783, 0.949718713760376, 1.1734421253204346, 0.789649248123169]",14,3.8666040897369385,0.6444340149561564,0.397570325154833,"[0.4378390312194824, 0.7175760269165039, 0.47771692276000977, 1.4938139915466309, 0.38176727294921875, 0.3578908443450928]"
