cnd,test_eye,transient_counts,cdt,mdt,dtstd,key_press_list,tc_l,cdt_l,mdt_l,dtstd_l,key_press_list_l
9,-1,18,6.74180006980896,0.74908889664544,0.5755544988723004,"[1.909494161605835, 0.10983610153198242, 0.3177042007446289, 0.8935999870300293, 1.360105276107788, 1.0378360748291016, 0.22162413597106934, 0.6697452068328857, 0.22185492515563965]",2,4.991138458251953,1.2477846145629883,0.43312972088400925,"[1.3017630577087402, 0.7818386554718018, 1.9257469177246094, 0.9817898273468018]"
6,-1,12,2.953824281692505,0.4923040469487508,0.27045336468242226,"[0.4855799674987793, 0.41383814811706543, 0.30137133598327637, 0.38935399055480957, 1.0779249668121338, 0.28575587272644043]",2,2.1109619140625,0.527740478515625,0.2677744875972874,"[0.5018389225006104, 0.8298349380493164, 0.10969805717468262, 0.6695899963378906]"
0,-1,8,1.1897838115692139,0.29744595289230347,0.09127899284671805,"[0.36566972732543945, 0.16536784172058105, 0.26158809661865234, 0.397158145904541]",2,0.8194723129272461,0.40973615646362305,0.14796924591064453,"[0.2617669105529785, 0.5577054023742676]"
0,-1,10,2.0678091049194336,0.4135618209838867,0.08107797102346279,"[0.3577306270599365, 0.49346017837524414, 0.43764519691467285, 0.2854959964752197, 0.49347710609436035]",2,0.3254392147064209,0.3254392147064209,0.0,[0.3254392147064209]
9,-1,18,5.46757173538208,0.6075079705980089,0.3992170654979024,"[0.285552978515625, 0.8458850383758545, 1.5574913024902344, 0.3737027645111084, 0.31784605979919434, 0.5017910003662109, 0.30968499183654785, 0.3817408084869385, 0.8938767910003662]",2,6.690607309341431,1.1151012182235718,0.9379432441637996,"[2.7656571865081787, 0.6137399673461914, 1.909778118133545, 0.23785614967346191, 0.9897160530090332, 0.1738598346710205]"
6,-1,12,3.459022045135498,0.5765036741892496,0.34788322874032734,"[0.7893469333648682, 0.5336596965789795, 0.17381501197814941, 0.12591314315795898, 1.1186091899871826, 0.7176780700683594]",2,5.427204608917236,0.904534101486206,0.5481047994497305,"[1.9577441215515137, 0.34983086585998535, 0.5419619083404541, 1.0382030010223389, 0.4535858631134033, 1.085878849029541]"
12,-1,18,6.403082370758057,0.7114535967508951,0.24146177108587158,"[0.7896559238433838, 0.4777672290802002, 0.7977879047393799, 0.41351890563964844, 1.0056829452514648, 0.34165287017822266, 0.9817264080047607, 0.6294760704040527, 0.9658141136169434]",2,5.4660561084747314,0.9110093514124552,0.6051703285113069,"[0.5177710056304932, 0.29366302490234375, 1.1657719612121582, 1.405358076095581, 0.22990703582763672, 1.8535850048065186]"
3,-1,14,3.2399818897247314,0.46285455567496164,0.1568885620335705,"[0.4217212200164795, 0.38186192512512207, 0.48588013648986816, 0.5175879001617432, 0.4057767391204834, 0.23778986930847168, 0.7893640995025635]",2,2.791487216949463,0.39878388813563753,0.13727852326385978,"[0.23760008811950684, 0.46178507804870605, 0.6696319580078125, 0.33357787132263184, 0.2537851333618164, 0.3812999725341797, 0.45380711555480957]"
12,-1,16,8.246878862380981,1.0308598577976227,0.5513793172562876,"[0.9818158149719238, 0.6615910530090332, 0.981543779373169, 1.2537710666656494, 0.8532040119171143, 0.7676060199737549, 2.349726915359497, 0.39762020111083984]",2,4.590576410293579,1.1476441025733948,0.622594509100163,"[0.6457359790802002, 0.5817720890045166, 2.133361339569092, 1.2297070026397705]"
0,-1,12,7.264907121658325,1.210817853609721,0.7938622008281218,"[0.7252027988433838, 1.0214481353759766, 0.48563575744628906, 2.6775412559509277, 0.5332419872283936, 1.8218371868133545]",2,0.22980713844299316,0.22980713844299316,0.0,[0.22980713844299316]
