cnd,test_eye,transient_counts,cdt,mdt,dtstd,key_press_list,tc_l,cdt_l,mdt_l,dtstd_l,key_press_list_l
12,1,10,8.696214199066162,1.7392428398132325,1.4930587417338166,"[4.661064863204956, 0.8374898433685303, 0.9678471088409424, 0.6559531688690186, 1.5738592147827148]",8,4.4381937980651855,1.1095484495162964,0.7009941207907087,"[1.0217442512512207, 0.43751001358032227, 2.2697086334228516, 0.709230899810791]"
12,1,14,6.831021547317505,0.9758602210453579,0.5572750739827639,"[0.78135085105896, 1.2456059455871582, 0.6616039276123047, 0.5817210674285889, 0.9495339393615723, 0.4136848449707031, 2.1975209712982178]",8,5.28118896484375,0.8801981608072916,0.9123071256925998,"[0.7098860740661621, 0.38918519020080566, 2.8935348987579346, 0.5095937252044678, 0.5496089458465576, 0.22938013076782227]"
3,1,6,7.368077993392944,2.456025997797648,0.9927849853960031,"[3.6772849559783936, 1.245539903640747, 2.4452531337738037]",8,0.0,0.0,0.0,[]
6,1,18,3.826636552810669,0.42518183920118546,0.19491851416602293,"[0.7411510944366455, 0.5736110210418701, 0.42974328994750977, 0.1495969295501709, 0.645503044128418, 0.1577770709991455, 0.3737611770629883, 0.46970391273498535, 0.28578901290893555]",8,3.8083972930908203,0.5440567561558315,0.27676158156460745,"[0.46971893310546875, 1.1737070083618164, 0.5100910663604736, 0.23778510093688965, 0.4218308925628662, 0.3976631164550781, 0.5976011753082275]"
0,1,16,4.148275136947632,0.518534392118454,0.15353562242609334,"[0.2776529788970947, 0.6292788982391357, 0.42979001998901367, 0.7175052165985107, 0.5416600704193115, 0.6137290000915527, 0.3014109134674072, 0.6372480392456055]",8,1.2892498970031738,0.4297499656677246,0.1382169898704324,"[0.5577819347381592, 0.23782086372375488, 0.49364709854125977]"
12,1,20,5.107062101364136,0.5107062101364136,0.2965962438468665,"[0.3817141056060791, 0.9411687850952148, 0.29381418228149414, 0.3977670669555664, 0.3176429271697998, 0.09383010864257812, 0.757849931716919, 1.0715148448944092, 0.5178651809692383, 0.3338949680328369]",8,2.3405187129974365,0.4681037425994873,0.18301163950474214,"[0.4294850826263428, 0.4937930107116699, 0.2535521984100342, 0.36573219299316406, 0.7979562282562256]"
0,1,6,1.4964559078216553,0.49881863594055176,0.08501496428871194,"[0.6056077480316162, 0.49326109886169434, 0.3975870609283447]",8,2.7139554023742676,0.45232590039571124,0.315192018675373,"[0.2536430358886719, 0.39777207374572754, 1.1335077285766602, 0.2216510772705078, 0.44574427604675293, 0.26163721084594727]"
6,1,10,2.9481871128082275,0.5896374225616455,0.49196496881595736,"[0.413693904876709, 0.3974649906158447, 0.3336820602416992, 1.5657572746276855, 0.23758888244628906]",8,1.651270866394043,0.33025417327880857,0.09761571426599829,"[0.26948976516723633, 0.5178160667419434, 0.2530510425567627, 0.2773301601409912, 0.3335838317871094]"
0,1,6,1.9931788444519043,0.6643929481506348,0.21990600380563585,"[0.965317964553833, 0.4459519386291504, 0.5819089412689209]",8,0.7339420318603516,0.1834855079650879,0.096616821883078,"[0.2694518566131592, 0.02936100959777832, 0.2615640163421631, 0.17356514930725098]"
6,1,14,4.2630109786987305,0.6090015683855329,0.3459689971409191,"[0.3733561038970947, 1.2773818969726562, 0.38953590393066406, 0.4777710437774658, 0.7258098125457764, 0.8536710739135742, 0.16548514366149902]",8,4.177401542663574,0.4177401542663574,0.14699664066311646,"[0.405580997467041, 0.4856908321380615, 0.24579572677612305, 0.47774600982666016, 0.510073184967041, 0.5175290107727051, 0.4938180446624756, 0.5815701484680176, 0.06187891960144043, 0.3977186679840088]"
