cnd,test_eye,transient_counts,cdt,mdt,dtstd,key_press_list,tc_l,cdt_l,mdt_l,dtstd_l,key_press_list_l
12,-1,6,2.5762059688568115,0.8587353229522705,0.6436729970740057,"[1.7576770782470703, 0.28516697883605957, 0.5333619117736816]",4,0.3654341697692871,0.3654341697692871,0.0,[0.3654341697692871]
9,-1,4,7.210393905639648,3.605196952819824,1.9760479927062988,"[5.581244945526123, 1.6291489601135254]",4,0.0,0.0,0.0,[]
6,-1,6,4.520180940628052,1.5067269802093506,0.7095220094964033,"[0.9811530113220215, 2.5097579956054688, 1.0292699337005615]",4,1.9052040576934814,0.6350680192311605,0.4771784477428537,"[0.2937030792236328, 0.30161619186401367, 1.309884786605835]"
9,-1,10,5.363523960113525,1.072704792022705,0.5548133732198355,"[0.8213839530944824, 0.9014549255371094, 0.4059579372406006, 2.0694382190704346, 1.1652889251708984]",4,2.9497406482696533,2.9497406482696533,0.0,[2.9497406482696533]
3,-1,6,5.903975963592529,1.9679919878641765,1.461689976583462,"[1.1492178440093994, 0.7335989475250244, 4.0211591720581055]",4,2.5979020595550537,2.5979020595550537,0.0,[2.5979020595550537]
3,-1,4,3.0826971530914307,1.5413485765457153,0.6881943941116333,"[2.2295429706573486, 0.853154182434082]",4,0.0,0.0,0.0,[]
6,-1,2,1.165057897567749,1.165057897567749,0.0,[1.165057897567749],4,0.0,0.0,0.0,[]
6,-1,2,3.613032817840576,3.613032817840576,0.0,[3.613032817840576],4,0.0,0.0,0.0,[]
3,-1,4,3.8910298347473145,1.9455149173736572,1.6198217868804932,"[3.5653367042541504, 0.32569313049316406]",4,0.0,0.0,0.0,[]
9,-1,8,5.973947286605835,1.4934868216514587,1.1025856224929336,"[3.1971192359924316, 0.6535711288452148, 0.3975670337677002, 1.7256898880004883]",4,2.1234569549560547,1.0617284774780273,0.08785057067871094,"[0.9738779067993164, 1.1495790481567383]"
3,-1,6,2.856173276901245,0.9520577589670817,0.30055946254460786,"[1.3570191860198975, 0.8614192008972168, 0.6377348899841309]",4,1.7123010158538818,0.5707670052846273,0.2729300812053769,"[0.2053828239440918, 0.8611950874328613, 0.6457231044769287]"
6,-1,4,5.130682468414307,2.5653412342071533,0.09586596488952637,"[2.469475269317627, 2.6612071990966797]",4,0.0,0.0,0.0,[]
0,-1,4,5.778860807418823,2.8894304037094116,0.17210352420806885,"[2.7173268795013428, 3.0615339279174805]",4,0.0,0.0,0.0,[]
12,-1,10,7.971515893936157,1.5943031787872315,0.9390273145937442,"[2.5810680389404297, 0.7097361087799072, 0.7094848155975342, 2.869792938232422, 1.1014339923858643]",4,1.562544345855713,0.5208481152852377,0.294832375678148,"[0.21392321586608887, 0.4298989772796631, 0.9187221527099609]"
12,-1,10,4.46785831451416,0.8935716629028321,0.4312511930910302,"[1.3895540237426758, 1.3976659774780273, 0.4373939037322998, 0.8136732578277588, 0.42957115173339844]",4,2.920464038848877,0.9734880129496256,0.7463420820109632,"[0.18141698837280273, 1.973681926727295, 0.7653651237487793]"
6,-1,10,13.93828010559082,2.7876560211181642,1.5059824256026382,"[1.0216209888458252, 3.061657190322876, 2.716365098953247, 5.429275989532471, 1.7093608379364014]",4,0.0,0.0,0.0,[]
0,-1,6,5.328340768814087,1.7761135896046956,0.19961228154247587,"[2.0293731689453125, 1.5414917469024658, 1.7574758529663086]",4,0.0,0.0,0.0,[]
12,-1,6,6.4002158641815186,2.1334052880605063,0.6137666592766841,"[1.8293030261993408, 1.581392765045166, 2.9895200729370117]",4,5.170820474624634,2.585410237312317,2.307693839073181,"[4.893104076385498, 0.27771639823913574]"
0,-1,8,8.805744171142578,2.2014360427856445,1.6853682090622808,"[4.6451499462127686, 0.3338627815246582, 0.9816126823425293, 2.845118761062622]",4,0.0,0.0,0.0,[]
0,-1,10,8.539541959762573,1.7079083919525146,0.9172560803471732,"[2.717365026473999, 2.493575096130371, 1.1573259830474854, 1.9496219158172607, 0.22165393829345703]",4,1.3091740608215332,0.6545870304107666,0.10476112365722656,"[0.7593481540679932, 0.54982590675354]"
